"TIMESTAMP","RECORD","batt_volt_Min","Anonymous1_Avg","Ta_Avg","RH_Avg","DP_Avg","P_Tot","AWS","SDWS","WndSpd_raw_Max","RWS","WD","SDWD","PPFD_Avg","SWin_Avg","SWin_Std","SWout_Avg","LWin_meas_Avg","LWout_meas_Avg","NR01_tK_Avg","NR01_tC_Avg","SWn_Avg","LWn_Avg","Albedo_Avg","Rg_Avg","Rr_Avg","Rn_Avg","LWin_Avg","LWout_Avg","NR01_heat_Avg","Tsky_Avg","Tsrf_Avg","SHF_avg_Avg","SWC_avg_10cm_Avg","SWC_avg_20cm_Avg","SWC_avg_50cm_Avg","Ts_avg_10cm_Avg","Ts_avg_20cm_Avg","Ts_avg_50cm_Avg","SHF_Avg(1)","SHF_Avg(2)","SHF_Avg(3)","SWC_10cm_1_Avg","SWC_10cm_2_Avg","SWC_10cm_3_Avg","SWC_20cm_1_Avg","SWC_20cm_2_Avg","SWC_20cm_3_Avg","SWC_50cm_1_Avg","SWC_50cm_2_Avg","SWC_50cm_3_Avg","Ts_10cm_1_Avg","Ts_10cm_2_Avg","Ts_10cm_3_Avg","Ts_20cm_1_Avg","Ts_20cm_2_Avg","Ts_20cm_3_Avg","Ts_50cm_1_Avg","Ts_50cm_2_Avg","Ts_50cm_3_Avg","CO2dry_Avg","H20dry_Avg","SigStrgthAvg_Min","Tin_7200_Avg"
"TS","RN","","","C","%","C","mm","m/s","m/s","m/s","m/s","deg","deg","umol+1m-2s-1","W+1m-2","W+1m-2","W+1m-2","W+1m-2","W+1m-2","k","C","W+1m-2","W+1m-2","","W+1m-2","W+1m-2","W+1m-2","W+1m-2","W+1m-2","","C","C","","","","","","","","W+1m-2","W+1m-2","W+1m-2","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","m+3m-3","C","C","C","C","C","C","C","C","C","umol+1mol-1","mmol+1mol-1","","C"
"","","Min","Avg","Avg","Avg","Avg","Tot","Smp","Std","Max","Smp","Smp","Smp","Avg","Avg","Std","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Min","Avg"
"2013-09-14 03:00:00",4959,11.19,136.1,13.47058,70.37855,8.1997,0,2.544257,0.768728,4.766687,2.472867,108.9964,13.56818,0.3224909,-1.594388,0.1414192,0.2726294,-34.13074,-2.470477,286.3371,13.18712,-1.867018,-31.66026,-0.1781924,-35.72513,-2.197847,-33.52728,347.0174,378.6776,0,6.54876,12.72198,-7.733655,0.2315994,0.2989591,0.2681172,15.36352,15.55732,14.74607,-6.880482,-8.764828,-7.555659,0.2603189,0.1616028,0.2728767,0.3015511,0.27725,0.3180761,0.2668117,0.2706194,0.2669206,15.96744,15.2044,14.91872,16.038,15.2747,15.35926,15.16396,14.40956,14.66467,333.8896,18.81651,46.46212,13.55122
"2013-09-14 03:30:00",4960,11.18,134.5,13.18583,72.19384,8.300872,0,2.501912,0.6953697,4.958199,2.430164,111.1948,13.71678,0.341693,-1.9848,0.3059238,0.2743582,-42.65836,-2.933983,286.0536,12.90358,-2.259158,-39.72437,-0.1439054,-44.64316,-2.659625,-41.98354,336.9826,376.707,0,4.49561,12.3492,-8.094085,0.2315094,0.2988978,0.2681494,15.26045,15.51791,14.75543,-7.263433,-9.212688,-7.806135,0.2601089,0.1617367,0.2726828,0.3013611,0.2772311,0.3181011,0.2669244,0.2706072,0.2669167,15.85904,15.11524,14.80705,15.99989,15.24189,15.31196,15.17299,14.42031,14.67297,334.8442,18.93425,46.37368,13.24685
"2013-09-14 04:00:00",4961,11.17,131.2,12.78901,74.29044,8.34023,0,2.357942,0.754509,5.724779,2.293303,109.8572,13.4111,0.3372726,-2.643714,0.1973145,0.3707348,-57.39335,-3.498669,285.5815,12.43156,-3.014449,-53.89468,-0.1427838,-60.03706,-3.127934,-56.90913,319.7482,373.6429,0,0.8824921,11.76689,-8.516096,0.2313472,0.2988928,0.2681459,15.15774,15.4783,14.76655,-7.647135,-9.734701,-8.166453,0.2599294,0.1616056,0.2725067,0.3013078,0.2772489,0.3181216,0.2669156,0.270605,0.2669172,15.74969,15.02784,14.6957,15.96006,15.20463,15.27021,15.1843,14.43188,14.68347,335.7941,18.99832,46.25307,12.7954
"2013-09-14 04:30:00",4962,11.14,126.5,12.24276,77.08276,8.35488,0,1.858471,0.530215,4.124395,1.791376,100.7916,15.3904,0.3280621,-2.543194,0.4267178,0.3323343,-53.39933,-3.256904,285.013,11.86299,-2.875528,-50.14242,-0.1440203,-55.94252,-2.92457,-53.01795,320.7479,370.8903,0,1.090628,11.24078,-9.17105,0.231194,0.2988398,0.2681389,15.05318,15.43707,14.7768,-8.107864,-10.5587,-8.846586,0.2597678,0.1615144,0.2723,0.3013394,0.27707,0.31811,0.2669128,0.270595,0.2669089,15.64225,14.94137,14.57592,15.91454,15.17216,15.22452,15.19522,14.44089,14.69429,337.7067,19.04727,46.09836,12.2598
"2013-09-14 05:00:00",4963,11.13,121.9,12.04819,78.2787,8.393829,0,2.155478,0.6567636,3.925586,2.094845,98.72441,13.58526,0.3362077,-1.897733,0.2274607,0.5261495,-45.58399,-1.953605,284.7806,11.63061,-2.423882,-43.63039,-0.2875955,-47.48172,-1.427456,-46.05426,327.3438,370.9741,0,2.494913,11.25688,-9.896007,0.2310852,0.2987305,0.2681583,14.94453,15.39373,14.78649,-8.693255,-11.44799,-9.546773,0.2596589,0.1614022,0.2721944,0.3013195,0.2769911,0.3178811,0.2669044,0.2706728,0.2668978,15.53722,14.85196,14.44442,15.8687,15.13375,15.17876,15.20309,14.4524,14.70399,338.03,19.09735,46.04358,12.07662
"2013-09-14 05:30:00",4964,11.13,119.8,12.10458,78.05625,8.406696,0,2.621795,0.8440058,5.627753,2.546459,100.577,13.73055,0.3332657,-1.380485,0.1089675,0.4561811,-33.30607,-1.29579,284.9093,11.75932,-1.836666,-32.01028,-0.3346432,-34.68656,-0.8396088,-33.84695,340.2964,372.3066,0,5.183749,11.51194,-10.39681,0.23089,0.2986648,0.2682253,14.83158,15.35011,14.79615,-9.264157,-11.99656,-9.929719,0.25941,0.1612828,0.2719772,0.3010889,0.2770033,0.3179022,0.2668917,0.2708828,0.2669016,15.42617,14.7559,14.31268,15.82421,15.09416,15.13197,15.21102,14.46441,14.71302,337.1225,19.11504,46.04746,12.1815
"2013-09-14 06:00:00",4965,11.08,120.1,12.16959,77.90809,8.44187,0,2.76779,0.8320449,5.747955,2.696182,104.116,13.02859,0.3129755,-1.034869,0.1418726,0.3714767,-24.81594,-0.9233188,285.03,11.88001,-1.406346,-23.89262,-0.3687138,-25.85081,-0.5518421,-25.29897,349.42,373.3125,0,7.030506,11.70402,-10.61431,0.2307622,0.2985859,0.2682168,14.72284,15.30434,14.80453,-9.693996,-12.18694,-9.962005,0.2592844,0.1611944,0.2718078,0.3011205,0.2770011,0.3176361,0.2668822,0.2708794,0.2668889,15.31547,14.66181,14.19122,15.77696,15.05484,15.08122,15.22227,14.47203,14.71928,336.5231,19.14988,46.06297,12.28429
"2013-09-14 06:30:00",4966,11.08,121.6,12.32714,77.62383,8.540924,0,2.994507,0.903272,6.511786,2.915494,106.9325,13.15743,0.3122042,-0.8471546,0.1169266,0.2743762,-21.10664,-0.8805841,285.2362,12.08626,-1.121531,-20.22606,-0.3463548,-21.95379,-0.6062078,-21.34759,354.2136,374.4397,0,7.988434,11.91881,-10.57669,0.2307478,0.2984567,0.2681607,14.62203,15.25856,14.81394,-9.931062,-12.08684,-9.71216,0.2594567,0.1610611,0.2717255,0.3010844,0.2768072,0.3174783,0.2668744,0.27072,0.2668878,15.20752,14.57179,14.08677,15.72778,15.0161,15.03179,15.22883,14.48266,14.73032,335.8948,19.24506,46.06895,12.4665
"2013-09-14 07:00:00",4967,11.08,123.5,12.39555,77.82554,8.645735,0,2.665338,0.8789504,6.89414,2.584631,103.8477,14.09504,0.4668396,-0.691582,0.1573395,0.2503796,-18.89409,-0.872761,285.3183,12.16836,-0.9419616,-18.02133,-0.3991592,-19.58568,-0.6223814,-18.96329,356.8584,374.8797,0,8.510664,12.00252,-10.36294,0.2304939,0.2983448,0.2681468,14.53186,15.21086,14.8211,-9.986856,-11.81531,-9.286643,0.2590994,0.1608694,0.2715127,0.3008989,0.2767205,0.317415,0.2668683,0.2706539,0.2669183,15.1071,14.4843,14.00417,15.67866,14.97228,14.98163,15.2381,14.49039,14.73481,335.7364,19.3565,46.06922,12.55209
"2013-09-14 07:30:00",4968,11.06,125,12.4088,78.08044,8.70693,0,2.998247,0.9130348,5.874878,2.903194,97.49228,14.42229,4.437771,1.497067,1.266407,0.3525893,-18.11785,-0.8472028,285.362,12.21198,1.144478,-17.27065,0.2417968,-16.62078,-0.4946134,-16.12617,357.8645,375.1351,0,8.709517,12.05109,-10.0601,0.2303222,0.2983504,0.2681942,14.45326,15.16348,14.82917,-9.917396,-11.42064,-8.84225,0.2589828,0.1607094,0.2712744,0.3009217,0.2766855,0.3174439,0.2668589,0.27085,0.2668739,15.01615,14.40778,13.93584,15.62961,14.92892,14.93192,15.24461,14.49882,14.74409,335.9022,19.42779,46.049,12.59079
"2013-09-14 08:00:00",4969,11.05,126.4,12.4193,78.29662,8.758,0,3.147296,0.9964272,6.821024,3.041192,99.61196,14.8725,14.82925,7.661229,2.736639,1.026219,-12.88496,-0.2688739,285.4082,12.25818,6.635009,-12.61608,0.1354861,-5.223727,0.7573456,-5.981072,363.341,375.9571,0,9.781843,12.20717,-9.787126,0.230212,0.2981583,0.2681998,14.38436,15.11743,14.83639,-9.785019,-11.06584,-8.510523,0.2587433,0.1606639,0.2712289,0.3007333,0.2764578,0.3172839,0.2668855,0.2708444,0.2668694,14.93389,14.33913,13.88007,15.57757,14.88731,14.8874,15.25109,14.50795,14.75013,336.2138,19.48313,46.03644,12.64069
"2013-09-14 08:30:00",4970,11.04,127.9,12.52036,78.20254,8.838528,0,3.445885,0.9055868,6.097596,3.341943,105.3298,14.06794,32.00787,17.01258,1.157598,1.949781,-13.63388,-0.05439812,285.5476,12.39765,15.0628,-13.57948,0.1149408,3.378701,1.895383,1.483318,363.328,376.9075,0,9.779399,12.38734,-9.427395,0.2300728,0.2980468,0.2683687,14.32592,15.06914,14.84434,-9.604498,-10.61117,-8.066515,0.2586606,0.1605139,0.2710439,0.3004472,0.2764761,0.3172172,0.2671594,0.2708389,0.2671078,14.86206,14.28071,13.83498,15.52964,14.8423,14.83546,15.25976,14.51545,14.7578,335.9821,19.56035,46.03797,12.76816
"2013-09-14 09:00:00",4971,11.03,129.5,12.53852,78.53377,8.918743,0,3.365494,0.9568568,6.169591,3.276497,109.216,13.17188,35.36996,18.61791,3.749268,2.062671,-11.00613,0.1393695,285.6072,12.45722,16.55524,-11.1455,0.1108648,7.611783,2.20204,5.409743,366.2704,377.4159,0,10.35097,12.48359,-8.958892,0.2299854,0.2979968,0.2683829,14.27674,15.02366,14.84993,-9.338552,-10.02777,-7.510352,0.2585178,0.1604178,0.2710206,0.3004533,0.2763427,0.3171944,0.2671594,0.2708294,0.26716,14.79708,14.22669,13.80644,15.48047,14.80248,14.78803,15.26543,14.522,14.76235,336.4985,19.65161,46.02375,12.81626
"2013-09-14 09:30:00",4972,11.04,131.2,12.80877,78.2498,9.127633,0,3.766158,1.013153,6.32976,3.658303,108.9135,13.70741,147.4713,82.6403,26.5904,9.777216,-16.60086,2.204465,285.9144,12.76446,72.86308,-18.80532,0.1179007,66.03944,11.98168,54.05776,362.3026,381.1079,0,9.578495,13.17903,-8.417212,0.2298472,0.2978413,0.2683798,14.23751,14.98051,14.85558,-8.991926,-9.35444,-6.905269,0.2584656,0.1602683,0.2708077,0.3003266,0.2762066,0.3169906,0.2671522,0.2708316,0.2671555,14.7414,14.18369,13.78745,15.43354,14.76183,14.74617,15.26777,14.53088,14.76809,336.3149,19.8597,46.00118,13.21641
"2013-09-14 10:00:00",4973,11.02,132.7,12.64825,82.42772,9.740077,0,3.459518,1.041459,6.493839,3.353156,105.5957,14.20272,111.7146,54.96348,16.68289,7.113591,-9.510783,0.484383,285.5948,12.44479,47.84988,-9.995166,0.1318625,45.45269,7.597974,37.85472,367.7022,377.6974,0,10.62731,12.53631,-7.293407,0.2297622,0.2978137,0.2683739,14.21343,14.93906,14.86057,-8.489003,-7.845264,-5.545953,0.2582844,0.1601811,0.2708211,0.3002194,0.2762089,0.3170128,0.26714,0.2708294,0.2671522,14.69656,14.14586,13.79789,15.38711,14.72252,14.70755,15.27366,14.5348,14.77326,338.9648,20.60616,45.09984,12.81937
"2013-09-14 10:30:00",4974,11.04,130.3,12.14575,89.61021,10.49838,0.4,3.13282,1.002363,7.09078,3.018384,107.3921,15.48097,113.3715,60.50682,10.66583,7.281498,-2.599094,1.924969,284.904,11.75396,53.22532,-4.524063,0.1216839,57.90773,9.206467,48.70126,370.9753,375.4994,0,11.25705,12.12022,-6.069636,0.2298256,0.2977881,0.2684622,14.21332,14.90109,14.86565,-7.643519,-6.390505,-4.174883,0.2583055,0.1600083,0.2711628,0.2999705,0.276355,0.3170389,0.2671372,0.2711,0.2671494,14.66965,14.12994,13.84038,15.34609,14.68674,14.67046,15.27831,14.54204,14.77661,350.4529,21.70481,43.53588,12.16321
"2013-09-14 11:00:00",4975,11.01,128,12.16667,92.08203,10.92964,0.7,3.090442,0.8908291,5.055639,2.99605,104.2985,14.15604,118.1425,62.62819,13.34492,6.770725,-1.68846,2.216641,284.9945,11.84448,55.85746,-3.905102,0.1089053,60.93972,8.987367,51.95235,372.3608,376.2659,0,11.5223,12.26571,-5.462404,0.2299087,0.2978574,0.2685367,14.22346,14.86552,14.86971,-6.966556,-5.840374,-3.580282,0.2583467,0.15992,0.2714594,0.3000216,0.276455,0.3170955,0.2671328,0.2713289,0.2671483,14.65773,14.12591,13.88674,15.30382,14.65291,14.63982,15.28078,14.54676,14.7816,355.6284,22.25298,43.35683,12.23108
"2013-09-14 11:30:00",4976,10.95,126.5,11.98052,93.75671,11.01622,1.2,3.140663,0.9493416,5.783237,3.043448,104.1438,14.25084,83.95594,40.70457,10.43464,4.304851,-5.642065,1.928349,284.7875,11.63753,36.39972,-7.570414,0.1077577,35.0625,6.2332,28.82931,367.322,374.8924,0.005555556,10.55407,12.00489,-4.945119,0.230112,0.2977985,0.26848,14.2393,14.83438,14.87285,-6.432935,-5.3322,-3.070222,0.2586167,0.15976,0.2719595,0.3000028,0.2762378,0.317155,0.2668689,0.2714222,0.2671489,14.65213,14.13119,13.93458,15.27016,14.62158,14.6114,15.2839,14.55083,14.78381,363.2404,22.45476,42.73044,12.0064
"2013-09-14 12:00:00",4977,10.99,125.4,12.17665,94.19656,11.28178,0.3,2.632802,0.7956299,4.682366,2.541635,98.50703,15.07282,103.598,52.01272,6.233482,5.119147,-2.295795,2.400875,285.0262,11.87622,46.89357,-4.69667,0.09870037,49.71692,7.520022,42.1969,371.9203,376.617,0.01111111,11.43786,12.33228,-5.039989,0.2301263,0.2977552,0.2685167,14.2501,14.80676,14.8755,-6.121386,-5.681872,-3.316708,0.2586011,0.1597622,0.2720155,0.2999105,0.2762489,0.3171061,0.2668116,0.2715878,0.2671506,14.64821,14.13598,13.96609,15.23724,14.59599,14.58707,15.28617,14.55552,14.7848,362.9731,22.71706,42.63174,12.24905
"2013-09-14 12:30:00",4978,10.92,126.1,12.33928,94.49532,11.49127,0.6,2.676615,0.8882107,5.324721,2.563829,90.79095,16.62724,92.99875,45.78592,5.89946,4.42387,-1.089182,1.979616,285.2368,12.08678,41.36205,-3.068798,0.09701382,44.69674,6.403485,38.29325,374.2338,377.3026,0.02222222,11.87938,12.46214,-4.854881,0.2300529,0.2977104,0.2685594,14.25486,14.78128,14.87659,-5.982351,-5.455171,-3.127122,0.2583922,0.1597511,0.2720155,0.2997528,0.2762628,0.3171155,0.2668127,0.2717194,0.2671461,14.6434,14.14084,13.98032,15.20671,14.57031,14.56681,15.28641,14.55729,14.78608,362.6895,22.96334,42.65882,12.42681
"2013-09-14 13:00:00",4979,10.97,127.4,12.50704,94.42181,11.64619,0.3,3.090755,0.8827653,5.510181,2.984117,90.14583,15.04556,107.8871,54.23864,6.523797,5.339953,-0.008101033,1.901666,285.3824,12.23241,48.89869,-1.909767,0.09857713,54.23055,7.241619,46.98893,376.0822,377.9919,0.02222222,12.23087,12.59247,-4.494938,0.2299509,0.2976276,0.2685542,14.26211,14.76096,14.87875,-5.730119,-4.975836,-2.778861,0.2583328,0.1595089,0.2720111,0.299775,0.27599,0.3171178,0.2668033,0.2717167,0.2671428,14.63579,14.14266,14.00789,15.18214,14.54893,14.5518,15.28672,14.5591,14.79045,361.5031,23.11675,42.69748,12.58773
"2013-09-14 13:30:00",4980,10.98,128.9,12.78809,92.51598,11.61666,0.1,3.797487,1.179586,7.796837,3.660504,83.50847,15.38405,137.5399,70.63978,12.05269,6.837642,-0.1325187,1.32064,285.6658,12.51583,63.80213,-1.453159,0.0973258,70.50726,8.158281,62.34898,377.4539,378.9071,0,12.49076,12.76527,-4.165304,0.2300185,0.2976379,0.2686431,14.2694,14.7429,14.88104,-5.442469,-4.600432,-2.453011,0.2583372,0.1597061,0.2720122,0.2997906,0.2759922,0.3171311,0.2668089,0.2717206,0.2674,14.62919,14.14407,14.03494,15.15831,14.53286,14.53753,15.29025,14.56343,14.78942,353.9852,23.00945,43.15592,12.84347
"2013-09-14 14:00:00",4981,10.94,130.5,12.84979,91.63274,11.53262,0,4.253717,1.299425,9.210425,4.134239,84.53825,13.57515,124.4694,64.5368,23.0036,6.256252,-1.104288,0.6359866,285.7795,12.62949,58.28055,-1.740274,0.09827446,63.43252,6.892239,56.54028,377.0833,378.8236,0,12.42061,12.74951,-3.634137,0.229903,0.2976189,0.2686229,14.27991,14.72569,14.88181,-5.084138,-3.958322,-1.859951,0.2583528,0.1593467,0.2720094,0.2997311,0.2759978,0.3171278,0.2668394,0.2717222,0.2673072,14.62642,14.14934,14.06397,15.13694,14.51607,14.52405,15.28854,14.5662,14.79068,349.5654,22.86307,43.62092,12.91413
"2013-09-14 14:30:00",4982,10.95,131.8,13.06278,90.26653,11.51616,0,3.967454,1.200352,8.231749,3.852742,88.12842,13.77317,183.5264,100.8596,66.36852,10.31616,-1.861791,0.6945845,285.9897,12.83966,90.54344,-2.556376,0.1025503,98.99781,11.01074,87.98707,377.4414,379.9977,0,12.48814,12.96975,-3.146867,0.229945,0.2974178,0.268618,14.29805,14.71059,14.88112,-4.623487,-3.481736,-1.335377,0.2583567,0.1594794,0.2719989,0.2995294,0.2758222,0.3169017,0.2670322,0.2716544,0.2671672,14.62955,14.15747,14.10713,15.11786,14.50116,14.51277,15.28764,14.56503,14.79068,345.13,22.80355,44.02655,13.25325
"2013-09-14 15:00:00",4983,11.15,137.7,13.91065,88.69833,12.08741,0,4.05391,1.183419,6.864145,3.923996,93.5947,14.50024,448.2686,255.0538,29.01518,26.17883,-3.391354,2.593574,287.2669,14.11692,228.875,-5.984929,0.1026832,251.6625,28.77241,222.8901,382.7339,388.7188,0,13.48422,14.59804,-2.623681,0.2298552,0.2973309,0.2685781,14.31953,14.69887,14.88128,-4.268419,-2.877452,-0.7251729,0.2583567,0.1592189,0.27199,0.2995561,0.2757089,0.3167278,0.2669983,0.2714244,0.2673117,14.63792,14.16858,14.15209,15.09965,14.48985,14.50712,15.28617,14.56756,14.79011,338.8673,23.37761,44.1978,14.66334
"2013-09-14 15:30:00",4984,10.98,146.7,14.06042,87.65235,12.05558,0,3.819313,1.083776,8.217742,3.707829,99.99609,13.83877,227.9031,124.0583,24.75168,12.9458,-5.826052,0.5785325,287.3265,14.17653,111.1125,-6.404584,0.1043481,118.2322,13.52433,104.7079,380.6175,387.0221,0,13.08738,14.28391,-0.07710926,0.2298418,0.2972661,0.2685561,14.36698,14.68828,14.88106,-3.31851,0.5661555,2.521027,0.2583528,0.1592011,0.2719717,0.2995672,0.2756433,0.3165878,0.2671061,0.2714172,0.267145,14.65432,14.18643,14.2602,15.08484,14.47616,14.50384,15.28592,14.56627,14.79098,336.4516,23.26163,44.81207,14.5885
"2013-09-14 16:00:00",4985,11.01,150.3,14.40329,85.97436,12.09751,0,4.020629,1.167339,7.247164,3.917832,95.7861,12.95176,203.914,184.616,39.34444,20.04887,-10.07393,1.709625,287.6501,14.50017,164.5671,-11.78355,0.1082417,174.5421,21.75849,152.7836,378.1163,389.8998,0,12.61512,14.81618,1.91928,0.2298189,0.2971983,0.2685428,14.45449,14.682,14.8791,-1.640522,2.879082,4.519279,0.2583478,0.1591911,0.2719178,0.2995844,0.275415,0.3165956,0.2670572,0.27142,0.2671511,14.70128,14.23425,14.42796,15.07045,14.47085,14.50469,15.28168,14.56572,14.78991,334.2757,23.28781,44.88099,15.0583
"2013-09-14 16:30:00",4986,10.95,154.9,14.69625,83.41854,11.92848,0,3.973421,1.281125,8.118368,3.80861,92.43325,16.49664,143.2941,149.9144,52.18812,16.28219,-12.93094,0.2451318,288.1356,14.98558,133.6322,-13.17607,0.1084026,136.9835,16.52732,120.4562,377.8838,391.0599,0,12.57141,15.03042,3.17271,0.2297915,0.2971685,0.268423,14.55917,14.67655,14.87727,-0.4010557,4.201109,5.718077,0.2583233,0.1591683,0.2718828,0.299495,0.2754183,0.3165922,0.2670067,0.2711222,0.26714,14.77246,14.30848,14.59659,15.06017,14.46198,14.50749,15.27929,14.56693,14.7856,331.2477,23.04598,45.15445,15.35535
"2013-09-14 17:00:00",4987,10.91,156.2,14.2605,84.56759,11.70895,0,3.854639,1.302173,9.958346,3.727444,89.14767,14.71389,51.79394,50.07055,13.07971,5.118724,-8.944341,-0.9088125,287.4837,14.33368,44.95182,-8.035528,0.1017931,41.12621,4.209911,36.91629,378.3464,386.382,0,12.65944,14.16489,4.204316,0.2297715,0.2970965,0.2684596,14.67039,14.68041,14.87648,0.7292538,5.263698,6.619995,0.2583061,0.15913,0.2718783,0.2992977,0.2754139,0.3165778,0.2671294,0.2711106,0.2671389,14.85813,14.39036,14.76268,15.05568,14.46263,14.52291,15.27906,14.56646,14.78391,332.7225,22.8285,45.31466,14.64381
"2013-09-14 17:30:00",4988,10.9,153.1,14.21979,84.52978,11.66244,0,4.320783,1.214286,8.457561,4.191573,86.78736,14.00719,63.9035,61.83015,9.84292,6.628957,-8.993674,-0.248094,287.3263,14.17632,55.20119,-8.74558,0.1069263,52.83648,6.380863,46.45562,377.4487,386.1942,0,12.48971,14.13016,3.473857,0.229877,0.2970863,0.2684608,14.76604,14.68955,14.87405,1.216581,3.963927,5.241062,0.2582767,0.15929,0.2720644,0.2992855,0.2754155,0.3165578,0.2671216,0.2711128,0.2671477,14.94382,14.47884,14.87547,15.05942,14.46913,14.54011,15.27542,14.56515,14.78159,332.8575,22.79396,45.30027,14.56459
"2013-09-14 18:00:00",4989,10.88,149.8,14.18785,86.65421,12.00448,0.2,3.887001,1.129055,7.398515,3.764837,82.43962,14.35982,49.1323,41.79392,18.43004,5.725141,-2.3842,-0.3512399,286.9105,13.76048,36.06878,-2.03296,0.1473036,39.40972,5.373901,34.03582,381.8279,383.8609,0,13.31443,13.69488,2.217896,0.2299968,0.2970907,0.2683915,14.82134,14.7014,14.87227,0.8370052,2.196203,3.620478,0.2584333,0.1593739,0.2721833,0.2992922,0.2754122,0.3165677,0.2669172,0.2711211,0.2671361,15.00853,14.53903,14.91646,15.06677,14.47669,14.56076,15.27195,14.56395,14.78089,337.6478,23.39453,44.0934,14.12426
"2013-09-14 18:30:00",4990,10.85,145,14.07909,89.32684,12.3615,0.1,3.590629,1.052984,6.144248,3.521791,78.16734,11.21544,16.19566,11.81946,6.322374,2.649019,-0.9037813,-0.5042266,286.6404,13.49045,9.170437,-0.3995547,0.2661529,10.91567,2.144793,8.770882,381.8619,382.2615,0,13.32109,13.39602,1.185277,0.2301266,0.297152,0.2683663,14.84985,14.71743,14.869,0.2741582,0.9299752,2.351699,0.2585205,0.1593489,0.2725106,0.2992761,0.2754144,0.3167655,0.26683,0.2711228,0.2671461,15.05204,14.57927,14.91825,15.07851,14.48993,14.58386,15.26789,14.56182,14.77729,343.629,23.91079,43.76606,13.84193
"2013-09-14 19:00:00",4991,10.81,141.8,14.1319,88.9249,12.34501,0.1,3.905674,1.15635,7.419573,3.806489,78.55083,12.90806,16.26636,11.45352,1.128747,2.602156,-1.876142,-1.058184,286.7421,13.59209,8.851364,-0.8179584,0.2285849,9.577378,1.543972,8.033406,381.4327,382.2507,0,13.24045,13.394,0.0550564,0.2302067,0.2972005,0.2683685,14.85142,14.7351,14.86656,-0.3872136,-0.3709364,0.9233192,0.2586911,0.1593294,0.2725994,0.2992694,0.2755161,0.3168161,0.2668294,0.2711211,0.267155,15.07324,14.59511,14.88591,15.09129,14.50632,14.60769,15.26446,14.56093,14.77429,342.0614,23.86878,43.96418,13.91648
"2013-09-14 19:30:00",4992,10.8,140.2,14.11625,87.8183,12.13906,0,4.160872,1.232352,8.881457,4.039739,79.79332,13.82045,8.79653,4.440057,2.39727,1.89882,-7.625567,-1.714818,286.7276,13.57761,2.541237,-5.910749,0.5986961,-3.185511,0.1840013,-3.369512,375.6058,381.5166,0,12.13899,13.25632,-0.9275503,0.2302461,0.2972544,0.2683679,14.8323,14.74962,14.86444,-1.12689,-1.433444,-0.2223173,0.2588005,0.1593428,0.272595,0.2992678,0.2756855,0.31681,0.26683,0.2711189,0.267155,15.07412,14.59247,14.83032,15.10401,14.51818,14.62667,15.26068,14.55994,14.77269,340.1182,23.5836,44.13482,13.89006
"2013-09-14 20:00:00",4993,10.78,139.4,14.19827,86.13498,11.92629,0,4.001942,1.177501,7.340095,3.861917,74.9383,15.15136,1.564811,-2.100052,1.003589,0.8199304,-10.90639,-2.969811,286.9339,13.78394,-2.919982,-7.936576,-0.4499404,-13.00644,-2.14988,-10.85656,373.4294,381.3659,0,11.72612,13.22804,-1.771021,0.2303072,0.2972535,0.2683763,14.80131,14.76222,14.86141,-1.825445,-2.329533,-1.158084,0.2588011,0.1595239,0.2725967,0.2992516,0.2757094,0.3167994,0.2668389,0.2711294,0.2671605,15.06227,14.57809,14.76358,15.11365,14.53188,14.64113,15.25822,14.55719,14.76882,336.5671,23.27986,44.6711,14.09229
"2013-09-14 20:30:00",4994,10.74,139.4,14.10154,87.09789,11.99943,0.2,4.185951,1.240158,7.828767,4.061649,80.04494,13.95813,0.5634552,-3.111263,0.2985047,1.326841,-4.616812,-1.999223,286.6808,13.53086,-4.438104,-2.617589,-0.4389697,-7.728074,-0.6723813,-7.055693,378.3652,380.9828,0,12.66224,13.15608,-2.539156,0.230267,0.2972537,0.2683654,14.75988,14.77021,14.8578,-2.478327,-3.147167,-1.991974,0.2588061,0.1593872,0.2726078,0.2992511,0.2757156,0.3167944,0.2668366,0.27113,0.2671294,15.03736,14.55261,14.68966,15.12015,14.54128,14.64919,15.25162,14.55557,14.7662,338.9806,23.41245,44.15626,13.87642
