file_info;;;;;;;corrected_fluxes_and_quality_flags;;;;;;;;;;;;;;;storage_fluxes;;;;vertical_advection_fluxes;;gas_densities_concentrations_and_timelags;;;;;;;;;;air_properties;;;;;;;;;;;;;unrotated_wind;;;rotated_wind;;;;;;rotation_angles_for_tilt_correction;;;turbulence;;;;;;footprint;;;;;;;;uncorrected_fluxes;;;;;;;;;;statistical_flags;;;;;;;;;;;;spikes;;;;;;variances;;;;;;covariances;;;custom_variables;;;;
filename;date;time;DOY;daytime;file_records;used_records;Tau;qc_Tau;rand_err_Tau;H;qc_H;rand_err_H;LE;qc_LE;rand_err_LE;co2_flux;qc_co2_flux;rand_err_co2_flux;h2o_flux;qc_h2o_flux;rand_err_h2o_flux;H_strg;LE_strg;co2_strg;h2o_strg;co2_v-adv;h2o_v-adv;co2_molar_density;co2_mole_fraction;co2_mixing_ratio;co2_time_lag;co2_def_timelag;h2o_molar_density;h2o_mole_fraction;h2o_mixing_ratio;h2o_time_lag;h2o_def_timelag;sonic_temperature;air_temperature;air_pressure;air_density;air_heat_capacity;air_molar_volume;water_vapor_density;e;es;specific_humidity;RH;VPD;Tdew;u_unrot;v_unrot;w_unrot;u_rot;v_rot;w_rot;wind_speed;max_speed;wind_dir;yaw;pitch;roll;u*;TKE;L;(z-d)/L;bowen_ratio;T*;model;x_peak;x_offset;x_10%;x_30%;x_50%;x_70%;x_90%;un_Tau;Tau_scf;un_H;H_scf;un_LE;LE_scf;un_co2_flux;co2_scf;un_h2o_flux;h2o_scf;spikes;amplitude_resolution;drop_out;absolute_limits;skweness_kurtosis;skweness_kurtosis;discontinuities;discontinuities;timelag;timelag;attack_angle;non_steady_wind;u_spikes;v_spikes;w_spikes;ts_spikes;co2_spikes;h2o_spikes;u_var;v_var;w_var;ts_var;co2_var;h2o_var;w/ts_cov;w/co2_cov;w/h2o_cov;co2;h2o;co2;h2o;dew point
;[yyyy-mm-dd];[HH:MM];[ddd.ddd];[T/F];[#];[#];[kg+1m-1s-2];[#];[kg+1m-1s-2];[W+1m-2];[#];[W+1m-2];[W+1m-2];[#];[W+1m-2];[µmol+1s-1m-2];[#];[µmol+1s-1m-2];[mmol+1s-1m-2];[#];[mmol+1s-1m-2];[W+1m-2];[W+1m-2];[µmol+1s-1m-2];[mmol+1s-1m-2];[µmol+1s-1m-2];[mmol+1s-1m-2];[mmol+1m-3];[µmol+1mol_a-1];[µmol+1mol_d-1];[s];[T/F];[mmol+1m-3];[mmol+1mol_a-1];[mmol+1mol_d-1];[s];[T/F];[K];[K];[Pa];[kg+1m-3];[J+1kg-1K-1];[m+3mol-1];[kg+1m-3];[Pa];[Pa];[kg+1kg-1];[%];[Pa];[K];[m+1s-1];[m+1s-1];[m+1s-1];[m+1s-1];[m+1s-1];[m+1s-1];[m+1s-1];[m+1s-1];[deg_from_north];[°];[°];[°];[m+1s-1];[m+2s-2];[m];[#];[#];[K];--;[m];[m];[m];[m];[m];[m];[m];[kg+1m-1s-2];[#];[W+1m-2];[#];[W+1m-2];[#];[µmol+1s-1m-2];[#];[mmol+1s-1m-2];[#];HFu/v/w/ts/co2/h2o/ch4/none;HFu/v/w/ts/co2/h2o/ch4/none;HFu/v/w/ts/co2/h2o/ch4/none;HFu/v/w/ts/co2/h2o/ch4/none;HFu/v/w/ts/co2/h2o/ch4/none;SFu/v/w/ts/co2/h2o/ch4/none;HFu/v/w/ts/co2/h2o/ch4/none;SFu/v/w/ts/co2/h2o/ch4/none;HFco2/h2o/ch4/none;SFco2/h2o/ch4/none;HFaa;HFU;[#];[#];[#];[#];[#];[#];[m+2s-2];[m+2s-2];[m+2s-2];[K+2];--;--;[m+1K+1s-1];--;--;--;--;--;--;--
2013-03-30T113000_AIU-0685.ghg;30.03.2013;12:00;89.499;T;36000;36000;3.93E-02;1;3.92E-03;-35.50911293;1;1.337023879;9.827299517;1;1.341769025;0.442308644;6;0.46890602;0.217946384;1;2.98E-02;0.238192278;2.28E-02;-0.136812066;5.05E-04;5.43E-11;4.58E-13;17.89203203;412.5208387;413.9601866;0.25;T;150.8068163;3.477020064;3.489151916;0.9;F;272.5601617;272.2597345;99318.34664;1.269209848;1007.01016;2.28E-02;2.75E-03;345.0433536;571.0995962;2.16E-03;60.41736957;226.0562426;265.5412602;0.822943733;0.840093077;-0.12968425;1.18313599;2.04E-14;3.04E-15;1.18313599;6.652474777;134.4091831;45.59081689;-6.292869089;-9999;0.17442736;1.021765092;13.27930276;0.104922677;-3.61331339;-0.159278783;kormann_meixner_01;5.449587115;5;5;10;20;40;165;3.86E-02;1.018688518;-34.40799833;1.02084938;7.398038729;1.328365514;0.332972092;1.328365514;0.164071095;1.328365514;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00001099;HF00000000;SF00000000;HF1000;SF1000;HF0;HF0;29;36;5;5;10;0;0.705857146;1.269479917;6.82E-02;7.08E-02;3.025330188;1.28E-02;-2.69E-02;7.62E-03;3.76E-03;17.89336147;150.8174211;412.520718;3.477006563;-7.669701633
2013-03-30T120000_AIU-0685.ghg;30.03.2013;12:30;89.52;T;36000;36000;6.87E-02;1;4.36E-03;-35.91828843;1;1.383695721;11.78117802;1;1.564423012;-4.31E-03;2;0.19810842;0.261324787;1;3.47E-02;0.184522462;2.32E-02;-6.58E-02;5.15E-04;-7.81E-12;-6.65E-14;17.78151547;410.587889;412.0267453;0.25;T;151.2358178;3.492143022;3.504380821;0.9;F;272.7474209;272.4454809;99318.34664;1.2683373;1007.020784;2.28E-02;2.76E-03;346.5424205;578.9100602;2.17E-03;59.86118471;232.3676398;265.5972462;0.714442033;0.914103285;-0.108152922;1.16520783;5.18E-14;-4.39E-16;1.16520783;7.62729661;128.0103624;51.98963756;-5.325778151;-9999;0.230891593;1.056264852;30.44963602;4.58E-02;-3.048785816;-0.121796361;kljun_04;31.7274175;-4.81475801;10.89099573;27.12011928;41.35989308;58.00783812;86.90631192;6.76E-02;1.016311154;-34.81272285;1.017721857;9.263904042;1.27172928;-3.39E-03;1.27172928;0.205487749;1.27172928;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00000099;HF00000000;SF00000000;HF0000;SF0100;HF0;HF0;29;41;7;2;0;0;0.71540318;1.32489289;7.22E-02;7.31E-02;2.28145351;1.48E-02;-2.73E-02;-7.77E-05;4.71E-03;17.78283174;151.2467568;410.5877683;3.492127542;-7.62004149
2013-03-30T123000_AIU-0685.ghg;30.03.2013;13:00;89.541;T;36000;36000;8.87E-02;1;-9999;-40.8242515;1;1.738694252;16.9030856;1;1.979476112;2.01E-02;2;0.135345211;0.375062132;1;4.39E-02;0.350431796;-1.08E-02;-0.116582185;-2.40E-04;-2.81E-11;-2.40E-13;17.59799747;407.1611616;408.5851212;0.4;F;150.6301865;3.485098903;3.497287295;0.85;F;273.1004148;272.7986933;99318.34664;1.266698455;1007.021686;2.29E-02;2.75E-03;345.8441723;594.0243168;2.17E-03;58.22054123;248.1801445;265.5711954;1.333663933;0.501148273;-0.134419151;1.431040735;1.80E-14;-1.60E-15;1.431040735;6.162732665;159.4053847;20.59461527;-5.38979804;-9999;0.262619744;1.099512583;39.42201431;3.53E-02;-2.415195218;-0.121864944;kljun_04;33.45633809;-5.077128381;11.48447822;28.5979746;43.61371569;61.16885638;91.64209329;8.74E-02;1.015292662;-39.44397009;1.0168653;13.31645936;1.269337828;1.59E-02;1.269337828;0.295478575;1.269337828;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00000099;HF00000000;SF00000000;HF1000;SF1100;HF0;HF0;20;18;14;5;6;0;1.08064839;1.036536185;8.18E-02;6.97E-02;0.932299104;1.82E-02;-3.09E-02;3.64E-04;6.78E-03;17.59939991;150.6407837;407.1610649;3.485080445;-7.654847068
2013-03-30T130000_AIU-0685.ghg;30.03.2013;13:30;89.562;T;36000;36000;6.80E-02;4;5.33E-03;-41.74945345;1;1.707804655;14.47573063;2;1.951754348;0.13847155;6;0.36777188;0.321260193;2;4.33E-02;0.190763697;2.48E-02;-0.292323368;5.50E-04;3.45E-10;3.03E-12;17.21014133;398.562728;399.9631049;0.25;T;151.1864079;3.501265098;3.513567028;0.85;F;273.2944404;272.9911053;99318.34664;1.265797934;1007.033024;2.29E-02;2.76E-03;347.4466415;602.4039313;2.18E-03;57.67668892;254.9572898;265.6309123;1.305184119;0.687314764;-0.14918481;1.482620409;-3.83E-14;2.00E-14;1.482620409;9.492730346;152.228544;27.77145604;-5.775011603;-9999;0.22987171;1.264558743;25.85133333;5.39E-02;-2.884099912;-0.142481071;kljun_04;27.79407245;-4.217857724;9.540805656;23.75795509;36.23238055;50.8164289;76.13227046;6.69E-02;1.016022941;-40.43141125;1.017873134;11.22121037;1.290032907;0.107339549;1.290032907;0.249032557;1.290032907;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00100099;HF00000000;SF00000000;HF1000;SF1100;HF0;HF1;23;35;14;18;2;0;1.188094101;1.241345088;9.97E-02;7.31E-02;1.723126605;2.09E-02;-3.17E-02;2.46E-03;5.72E-03;17.21139041;151.1963678;398.5625667;3.501243393;-7.601245754
2013-03-30T133000_AIU-0685.ghg;30.03.2013;14:00;89.583;T;36000;36000;0.132698544;2;-9999;-41.22688248;1;1.566691997;15.3434775;2;1.832598069;-1.09047982;4;0.456903677;0.340588728;2;4.07E-02;0.216692009;6.27E-02;-0.107457588;1.39E-03;-1.21E-11;-1.08E-13;17.05151571;395.3993844;396.8049526;0.25;T;152.75726;3.542214522;3.554806408;0.65;F;273.5169721;273.2098426;99318.34664;1.264764981;1007.058145;2.29E-02;2.79E-03;351.505667;612.0569501;2.20E-03;57.43022229;260.5512831;265.7810852;1.391545098;0.571944289;-0.151057844;1.512063657;-6.88E-14;-7.07E-16;1.512063657;9.725642757;157.6566595;22.34334052;-5.733514317;-9999;0.32158798;1.98422895;71.68036642;1.94E-02;-2.686932117;-0.100650586;kljun_04;35.39914043;-5.371956132;12.1513794;30.25865282;46.14635476;64.72091869;96.96372989;0.130800513;1.014510881;-39.93805313;1.0159446;12.22065341;1.25553659;-0.86853687;1.25553659;0.271269456;1.25553659;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF10100099;HF00000000;SF00000000;HF1100;SF1100;HF0;HF1;16;37;13;14;9;1;1.9017232;1.960166446;0.106568254;5.99E-02;1.398071884;1.95E-02;-3.14E-02;-2.00E-02;6.23E-03;17.05281496;152.76714;395.3992991;3.542194432;-7.455176305
2013-03-30T140000_AIU-0685.ghg;30.03.2013;14:30;89.604;T;36000;36000;0.105301332;1;6.90E-03;-44.88918455;1;1.738903894;25.01326818;1;2.457207426;5.08E-02;4;0.203454073;0.55527149;1;5.45E-02;6.85E-02;6.22E-02;-6.83E-02;1.38E-03;5.99E-11;5.45E-13;16.95510381;393.3888956;394.8034296;0.25;T;154.4225911;3.582881783;3.595764983;0.7;F;273.5897165;273.2789816;99318.34664;1.264425609;1007.081085;2.29E-02;2.82E-03;355.536619;615.1362344;2.23E-03;57.79802898;259.5996153;265.9287011;1.166827219;0.966310964;-0.152709893;1.522682813;-6.80E-14;3.53E-15;1.522682813;10.29180535;140.3700575;39.62994245;-5.755871484;-9999;0.286452667;1.682031122;46.52661081;2.99E-02;-1.794614931;-0.123064027;kljun_04;29.81062337;-4.523877107;10.23302233;25.48167249;38.86115834;54.50332713;81.65591585;0.103752608;1.014927085;-43.09879791;1.016515588;19.74808126;1.266617645;4.01E-02;1.266617645;0.438389195;1.266617645;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00000099;HF00000000;SF00000000;HF1100;SF1100;HF0;HF1;44;18;7;5;30;0;1.3090402;1.925098422;0.129923623;6.11E-02;0.606848382;2.02E-02;-3.38E-02;9.21E-04;1.01E-02;16.95637122;154.4331467;393.3888374;3.582860607;-7.31296546
2013-03-30T143000_AIU-0685.ghg;30.03.2013;15:00;89.624;T;36000;36000;8.53E-02;1;6.04E-03;-41.40711496;1;1.520450902;17.36860423;2;1.777186661;0.741633651;4;0.152968761;0.385572271;2;3.95E-02;1.43E-02;7.12E-02;-6.81E-02;1.58E-03;9.77E-11;9.06E-13;16.88420059;391.3836187;392.8092998;0.4;F;156.5735816;3.629448409;3.64266929;0.75;F;273.6081932;273.2934022;99318.34664;1.264336691;1007.106471;2.29E-02;2.86E-03;360.15219;615.7798812;2.26E-03;58.48716416;255.6276912;266.0959097;1.12580564;1.103787106;-0.172957212;1.586095366;-1.36E-15;5.79E-15;1.586095366;8.083119375;135.565811;44.43418903;-6.260319383;-9999;0.257801435;1.774957115;36.76790338;3.79E-02;-2.38402087;-0.126139619;kljun_04;27.79356319;-4.217780442;9.540630845;23.75751979;36.23171668;50.81549781;76.13087552;8.40E-02;1.015210441;-39.99822718;1.01695874;13.59824133;1.27726842;0.580640403;1.27726842;0.301872547;1.27726842;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00000099;HF00000000;SF00000000;HF1100;SF1100;HF0;HF0;30;42;12;14;30;0;1.22345199;2.201084592;0.125377648;5.82E-02;0.236598898;1.57E-02;-3.14E-02;1.33E-02;6.94E-03;16.88548964;156.585556;391.3835161;3.629431112;-7.149038996
2013-03-30T150000_AIU-0685.ghg;30.03.2013;15:30;89.645;T;36000;36000;0.111948491;1;7.63E-03;-48.81786767;1;1.806864523;20.43978619;1;1.985168206;1.598490108;4;0.442919612;0.45372595;1;4.41E-02;-5.68E-02;8.60E-02;-2.95E-02;1.91E-03;-2.80E-11;-2.65E-13;16.85331869;390.5151939;391.9598254;0.4;F;159.060752;3.685662244;3.699296602;0.9;F;273.5556747;273.2360741;99318.34664;1.264575161;1007.1361;2.29E-02;2.90E-03;365.7237865;613.2224867;2.29E-03;59.6396568;247.4987002;266.2952327;0.985701257;1.141862581;-0.14675864;1.515584118;5.87E-14;-1.66E-15;1.515584118;8.534397595;130.8020678;49.19793216;-5.556832626;-9999;0.295336959;1.60785556;46.88846405;2.97E-02;-2.388374673;-0.129786104;kljun_04;29.28742792;-4.444480179;10.05342627;25.03445289;38.17912024;53.54675899;80.22280246;0.110301202;1.014934463;-47.17269115;1.016515549;16.14085646;1.26633839;1.262293017;1.26633839;0.358297556;1.26633839;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00000099;HF00000000;SF00000000;HF1100;SF1100;HF0;HF0;25;31;11;5;8;1;1.293336109;1.778016452;0.14435856;6.10E-02;1.286432262;1.38E-02;-3.70E-02;2.90E-02;8.24E-03;16.85457861;159.072223;390.5152185;3.685648061;-6.952896278
2013-03-30T153000_AIU-0685.ghg;30.03.2013;16:00;89.666;T;36000;36000;0.105076737;1;7.18E-03;-44.04971725;1;1.658351297;20.65313871;2;2.230312806;1.141768515;4;0.301816723;0.458467549;2;4.95E-02;1.27E-02;5.26E-02;5.50E-02;1.17E-03;-2.18E-11;-2.06E-13;16.93102401;392.1334403;393.5976353;0.25;T;160.6185825;3.720030006;3.733920301;0.95;F;273.5714688;273.2488722;99318.34664;1.264499547;1007.154874;2.29E-02;2.93E-03;369.1300259;613.7921662;2.31E-03;60.13925336;244.6621402;266.4157647;0.944143495;1.076486339;-0.153498442;1.440066509;4.26E-14;-1.29E-15;1.440066509;9.119774337;131.252717;48.74728296;-6.118851161;-9999;0.286123832;1.729261558;47.25120149;2.95E-02;-2.132834039;-0.120885485;kljun_04;30.36095873;-4.607392621;10.42193465;25.95209088;39.57857607;55.5095157;83.16336967;0.103520591;1.01503224;-42.46468006;1.016532458;16.34518045;1.263561377;0.903611439;1.263561377;0.362837578;1.263561377;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF10000099;HF00000000;SF00000000;HF1000;SF1100;HF0;HF1;32;44;10;11;0;0;1.237588453;2.097103662;0.123831001;6.34E-02;0.685750175;1.82E-02;-3.33E-02;2.08E-02;8.34E-03;16.93230861;160.6300677;392.1333356;3.720011496;-6.8399999
2013-03-30T160000_AIU-0685.ghg;30.03.2013;16:30;89.687;T;35999;35999;0.121487213;1;8.35E-03;-47.11992062;1;1.999604694;16.27285843;1;1.937769247;0.33853444;2;0.208789463;0.361076007;1;4.30E-02;-0.452566078;0.315502907;-2.15E-02;7.00E-03;-3.86E-11;-3.87E-13;16.94276684;391.5025251;393.0455535;0.35;F;169.8950811;3.925825923;3.941298775;1.2;F;273.1326362;272.7927573;99318.34664;1.266515553;1007.260153;2.29E-02;3.09E-03;389.5252032;593.7635584;2.44E-03;65.6027467;204.2383552;267.1174388;1.288143946;1.08670529;-0.17799399;1.694675506;6.58E-15;-2.28E-15;1.694675506;9.79341057;139.848318;40.15168203;-6.028970534;-9999;0.307480908;2.124758945;54.8220788;2.54E-02;-2.895614242;-0.120125225;kljun_04;28.70114203;-4.355509033;9.852173292;24.53330453;37.41483736;52.47484139;78.61687457;0.119742091;1.014574006;-45.70288286;1.016263198;12.83249064;1.268098211;0.266962319;1.268098211;0.284738204;1.268098211;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00100099;HF00000000;SF00000000;HF1000;SF1000;HF0;HF0;37;48;20;3;1;2;1.775319968;2.309609839;0.164588084;6.61E-02;0.541124239;1.09E-02;-3.58E-02;6.13E-03;6.54E-03;16.94407561;169.9121618;391.5025365;3.925801129;-6.142153252
2013-03-30T163000_AIU-0685.ghg;30.03.2013;17:00;89.708;T;36000;36000;0.153606908;1;8.21E-03;-33.62915072;1;1.324761157;7.30966465;2;1.229924246;0.565463243;6;0.423981792;0.162096098;2;2.73E-02;-0.627747648;0.696448929;1.98E-02;1.54E-02;-9.27E-11;-1.04E-12;17.00247021;392.0843889;393.8088179;0.35;F;189.8857354;4.378847994;4.398106634;1.25;F;272.5398244;272.161592;99318.34664;1.269235983;1007.497654;2.28E-02;3.46E-03;434.4120411;567.0024973;2.72E-03;76.61554283;132.5904561;268.5534189;2.139611836;0.648341798;-0.200829818;2.244686729;3.23E-14;-5.45E-15;2.244686729;9.148488325;163.1422248;16.85777517;-5.133058296;-9999;0.345488684;2.236052206;108.9731259;1.28E-02;-4.600642071;-7.61E-02;kljun_04;30.94843027;-4.696543694;10.62359462;26.45425272;40.34440456;56.58360104;84.77254524;0.151499092;1.013913058;-32.82857009;1.015870168;5.733445554;1.274916554;0.443529611;1.274916554;0.127142515;1.274916554;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00001099;HF00000000;SF00000000;HF1000;SF1000;HF0;HF0;44;69;21;30;0;0;2.031596373;2.268407943;0.172100097;3.31E-02;1.058458058;4.59E-03;-2.57E-02;1.02E-02;2.91E-03;17.00380012;189.9023542;392.0839931;4.37880099;-4.711101747
2013-03-30T170000_AIU-0685.ghg;30.03.2013;17:30;89.729;T;36000;36000;9.78E-02;1;6.13E-03;-16.26186231;7;0.765016013;1.156103801;7;-9999;0.686575332;6;0.3323628;2.56E-02;7;-9999;-0.657796344;0.81754007;6.22E-02;1.81E-02;-1.55E-10;-1.94E-12;17.1220689;393.903896;395.8471515;0.4;F;213.3871847;4.909105545;4.933323752;0.25;T;271.9248893;271.5018692;99318.34664;1.272065957;1007.777821;2.28E-02;3.89E-03;486.9351628;540.1781683;3.06E-03;90.14343626;53.24300549;270.0751053;1.172957486;1.138606924;-0.182969015;1.644911138;-8.42E-14;-9.07E-15;1.644911138;7.618444453;135.8513703;44.14862967;-6.386419018;-9999;0.275371448;1.467314206;114.1180302;1.22E-02;-14.0660919;-4.61E-02;kljun_04;29.75207111;-4.514991575;10.21292324;25.4316229;38.78482956;54.39627492;81.49553213;9.65E-02;1.014047014;-15.9868092;1.015514198;0.923179763;1.252306265;0.54824874;1.252306265;2.05E-02;1.252306265;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00100099;HF00000000;SF00000000;HF1100;SF1100;HF0;HF1;31;48;10;13;22;0;1.171851327;1.642119442;0.120657642;1.42E-02;0.979649639;2.00E-03;-1.25E-02;1.25E-02;4.68E-04;17.12331842;213.4077193;393.9039374;4.909092032;-3.176353422
2013-03-30T173000_AIU-0685.ghg;30.03.2013;18:00;89.749;T;36000;36000;8.39E-02;1;5.66E-03;-9.901240172;2;0.58431273;0.546358974;2;-9999;4.17E-02;6;0.154948489;1.21E-02;2;-9999;-0.339048739;0.373059112;3.68E-02;8.26E-03;-1.38E-10;-1.79E-12;17.19107531;394.9804768;397.0254399;0.35;F;224.1788009;5.150710359;5.177377531;0.25;T;271.6055555;271.1622649;99318.34664;1.273543206;1007.905416;2.27E-02;4.08E-03;510.8607425;526.8139541;3.21E-03;96.97175606;15.95321164;270.720454;0.814405091;1.079201223;-0.132968724;1.35853289;-1.46E-14;-8.01E-15;1.35853289;8.363423649;127.0395523;52.9604477;-5.616914809;-9999;0.254915212;1.223108183;148.6897214;9.37E-03;-18.12222485;-3.03E-02;kljun_04;30.87621567;-4.685584849;10.59880569;26.39252476;40.25026553;56.45156971;84.57473824;8.28E-02;1.014413033;-9.741532737;1.015495716;0.440404775;1.240583674;3.37E-02;1.240583674;9.76E-03;1.240583674;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00001099;HF00000000;SF00000000;HF1000;SF1000;HF0;HF1;41;30;12;16;9;0;0.974598976;1.377376069;9.42E-02;9.97E-03;0.871197047;1.35E-03;-7.59E-03;7.69E-04;2.23E-04;17.19234461;224.1954709;394.9803085;5.150708051;-2.532708003
2013-03-30T180000_AIU-0685.ghg;30.03.2013;18:30;89.77;F;36000;36000;0.108368649;1;7.10E-03;-16.38997241;2;0.817118528;0.870866937;2;-9999;0.937581422;4;0.456795231;1.93E-02;2;-9999;0.119255863;-0.347287523;4.43E-03;-7.69E-03;5.92E-11;7.38E-13;17.1937639;395.1098837;397.0657053;0.25;T;214.34824;4.925687515;4.950070014;0.25;T;271.7058784;271.2817731;99318.34664;1.273090057;1007.784155;2.27E-02;3.90E-03;488.5773556;531.4845512;3.07E-03;91.92691575;42.90719562;270.1202897;0.916866881;1.171180775;-0.146997207;1.494629541;6.51E-14;3.44E-15;1.494629541;9.050867887;128.0558587;51.94414128;-5.644179143;-9999;0.289710255;1.487220164;131.850329;1.06E-02;-18.82029472;-4.41E-02;kljun_04;30.89357152;-4.688218666;10.60476339;26.40736028;40.27289063;56.48330173;84.6222786;0.106853035;1.014184097;-16.12662857;1.015462942;0.699046641;1.245792321;0.752598492;1.245792321;1.55E-02;1.245792321;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF01100099;HF00000000;SF00000000;HF1000;SF1000;HF0;HF1;42;49;8;9;0;0;1.331554762;1.521332067;0.121553499;1.92E-02;1.382364147;3.72E-03;-1.26E-02;1.72E-02;3.54E-04;17.19501891;214.3639686;395.109753;4.925681018;-3.141008652
2013-03-30T183000_AIU-0685.ghg;30.03.2013;19:00;89.791;F;36000;36000;0.121697313;1;7.62E-03;-18.79914417;2;0.836406234;0.688654908;7;-9999;-0.905805152;7;0.470480268;1.53E-02;7;-9999;-0.424901554;0.126013322;-7.83E-02;2.79E-03;2.33E-11;2.97E-13;17.13710876;392.8223914;394.7992216;0.25;T;218.4411164;5.007178452;5.032376458;0.25;T;271.2870916;270.8566434;99318.34664;1.275049131;1007.823451;2.27E-02;3.97E-03;496.6475456;515.0425488;3.12E-03;96.4284498;18.39500316;270.340399;1.075764444;1.508996953;-0.191455297;1.863060942;2.60E-14;1.36E-15;1.863060942;8.578191867;125.4850836;54.51491642;-5.898347045;-9999;0.306832866;1.777423945;136.5648686;1.02E-02;-27.29835214;-4.77E-02;kljun_04;29.55314974;-4.48480449;10.14463997;25.26158791;38.52551547;54.03258323;80.9506557;0.120041295;1.013795401;-18.51233063;1.015435199;0.547616949;1.257548563;-0.720294372;1.257548563;1.21E-02;1.257548563;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00001099;HF00000000;SF00000000;HF0100;SF0100;HF0;HF0;50;27;11;20;1;0;1.421086163;1.981425098;0.152336629;1.30E-02;1.592636968;6.59E-04;-1.44E-02;-1.64E-02;2.77E-04;17.13840937;218.4589592;392.8223109;5.007175003;-2.923822616
2013-03-30T190000_AIU-0685.ghg;30.03.2013;19:30;89.812;F;36000;36000;0.122987544;1;6.32E-03;-12.95403928;1;0.584548195;-0.255535642;7;0.274085896;0.742734415;4;0.276180595;-5.66E-03;7;6.07E-03;-0.237862281;0.221483802;7.33E-02;4.90E-03;3.46E-11;4.51E-13;17.25607099;394.9614554;397.0061392;0.45;F;225.0174145;5.150257296;5.176919765;0.25;T;271.0612305;270.6188672;99318.34664;1.276100675;1007.898349;2.27E-02;4.09E-03;510.8158802;506.0437171;3.21E-03;100;0;270.7192693;0.6580279;1.463371763;-0.149560399;1.611467017;2.49E-14;2.00E-15;1.611467017;9.087061784;114.2118087;65.78819129;-5.325290277;-9999;0.308317767;1.400722787;201.0808728;6.93E-03;50.69366914;-3.27E-02;kljun_04;32.9913029;-5.006557496;11.32484669;28.20046951;43.00749535;60.31862373;90.36828984;0.121305933;1.013862562;-12.79222373;1.015214314;-0.205174236;1.245456772;0.596355034;1.245456772;-4.54E-03;1.245456772;HF00000099;HF00000099;HF00000099;HF00000099;HF00000099;SF00000099;HF00000000;SF00000000;HF1000;SF1000;HF0;HF0;35;29;10;25;2;3;1.081728517;1.602899408;0.116817649;8.78E-03;0.634170343;5.41E-04;-9.95E-03;1.36E-02;-1.04E-04;17.25739382;225.0347462;394.9613809;5.150255278;-2.549605409
2013-03-30T193000_AIU-0685.ghg;30.03.2013;20:00;89.833;F;35993;35992;6.81E-02;2;5.69E-03;-13.32427358;7;0.536864666;0.836933535;1;0.248733543;0.402190619;4;0.142958082;1.85E-02;1;5.51E-03;-0.108188478;1.63E-02;-3.10E-02;3.61E-04;-1.21E-10;-1.58E-12;17.22045949;394.056574;396.1007601;0.35;F;225.5282248;5.16077284;5.187544579;2.45;F;270.9538508;270.5107611;99318.34664;1.276605596;1007.902445;2.27E-02;4.10E-03;511.8571273;501.9992762;3.21E-03;100;0;270.7467438;0.824862941;1.288694172;-0.158113134;1.538302312;-2.95E-14;-7.00E-15;1.538302312;17318.77602;122.6223552;57.3812263;-5.899518362;-9999;0.229292512;1.335493782;80.40932807;1.73E-02;-15.92034855;-4.52E-02;kljun_04;26.41867471;-4.009135812;9.068676122;22.58228579;34.43941069;48.30176318;72.36484298;6.71E-02;1.014396528;-13.10101512;1.015830485;0.667183347;1.254428094;0.320616719;1.254428094;1.48E-02;1.254428094;HF00000099;HF00000099;HF00000099;HF00000099;HF00100099;SF00100099;HF00100000;SF00100000;HF1000;SF1100;HF0;HF1;44;46;12;15;8;4;1.191003943;1.367390411;0.11259321;8.30E-03;0.227455462;2.79E-04;-1.02E-02;7.31E-03;3.37E-04;17.22172165;225.5446781;394.0564987;5.160771623;-2.527019787
